stnId,hourCount,month,day,hour,interpHourlyDischarge
20896,1,1,1,0,22.719
20896,2,1,1,1,22.697
20896,3,1,1,2,22.675
20896,4,1,1,3,22.652
20896,5,1,1,4,22.630
20896,6,1,1,5,22.608
20896,7,1,1,6,22.586
20896,8,1,1,7,22.564
20896,9,1,1,8,22.541
20896,10,1,1,9,22.519
20896,11,1,1,10,22.497
20896,12,1,1,11,22.475
20896,13,1,1,12,22.453
20896,14,1,1,13,22.430
20896,15,1,1,14,22.408
20896,16,1,1,15,22.386
20896,17,1,1,16,22.364
20896,18,1,1,17,22.341
20896,19,1,1,18,22.319
20896,20,1,1,19,22.297
20896,21,1,1,20,22.275
20896,22,1,1,21,22.253
20896,23,1,1,22,22.230
20896,24,1,1,23,22.208
20896,25,1,2,0,22.186
20896,26,1,2,1,22.153
20896,27,1,2,2,22.120
20896,28,1,2,3,22.087
20896,29,1,2,4,22.054
20896,30,1,2,5,22.021
20896,31,1,2,6,21.988
20896,32,1,2,7,21.955
20896,33,1,2,8,21.922
20896,34,1,2,9,21.889
20896,35,1,2,10,21.856
20896,36,1,2,11,21.823
20896,37,1,2,12,21.791
20896,38,1,2,13,21.758
20896,39,1,2,14,21.725
20896,40,1,2,15,21.692
20896,41,1,2,16,21.659
20896,42,1,2,17,21.626
20896,43,1,2,18,21.593
20896,44,1,2,19,21.560
20896,45,1,2,20,21.527
20896,46,1,2,21,21.494
20896,47,1,2,22,21.461
20896,48,1,2,23,21.428
20896,49,1,3,0,21.395
20896,50,1,3,1,21.375
20896,51,1,3,2,21.354
20896,52,1,3,3,21.334
20896,53,1,3,4,21.313
20896,54,1,3,5,21.293
20896,55,1,3,6,21.273
20896,56,1,3,7,21.252
20896,57,1,3,8,21.232
20896,58,1,3,9,21.211
20896,59,1,3,10,21.191
20896,60,1,3,11,21.170
20896,61,1,3,12,21.150
20896,62,1,3,13,21.130
20896,63,1,3,14,21.109
20896,64,1,3,15,21.089
20896,65,1,3,16,21.068
20896,66,1,3,17,21.048
20896,67,1,3,18,21.027
20896,68,1,3,19,21.007
