stnId,hourCount,month,day,hour,interpHourlyDischarge
20804,1,1,1,0,1051.319
20804,2,1,1,1,1050.898
20804,3,1,1,2,1050.477
20804,4,1,1,3,1050.055
20804,5,1,1,4,1049.634
20804,6,1,1,5,1049.213
20804,7,1,1,6,1048.792
20804,8,1,1,7,1048.371
20804,9,1,1,8,1047.949
20804,10,1,1,9,1047.528
20804,11,1,1,10,1047.107
20804,12,1,1,11,1046.686
20804,13,1,1,12,1046.264
20804,14,1,1,13,1045.843
20804,15,1,1,14,1045.422
20804,16,1,1,15,1045.001
20804,17,1,1,16,1044.580
20804,18,1,1,17,1044.158
20804,19,1,1,18,1043.737
20804,20,1,1,19,1043.316
20804,21,1,1,20,1042.895
20804,22,1,1,21,1042.474
20804,23,1,1,22,1042.052
20804,24,1,1,23,1041.631
20804,25,1,2,0,1041.210
20804,26,1,2,1,1041.360
20804,27,1,2,2,1041.511
20804,28,1,2,3,1041.661
20804,29,1,2,4,1041.811
20804,30,1,2,5,1041.961
20804,31,1,2,6,1042.112
20804,32,1,2,7,1042.262
20804,33,1,2,8,1042.412
20804,34,1,2,9,1042.563
20804,35,1,2,10,1042.713
20804,36,1,2,11,1042.863
20804,37,1,2,12,1043.014
20804,38,1,2,13,1043.164
20804,39,1,2,14,1043.314
20804,40,1,2,15,1043.464
20804,41,1,2,16,1043.615
20804,42,1,2,17,1043.765
20804,43,1,2,18,1043.915
20804,44,1,2,19,1044.066
20804,45,1,2,20,1044.216
20804,46,1,2,21,1044.366
20804,47,1,2,22,1044.516
20804,48,1,2,23,1044.667
20804,49,1,3,0,1044.817
20804,50,1,3,1,1044.957
20804,51,1,3,2,1045.097
20804,52,1,3,3,1045.237
20804,53,1,3,4,1045.377
20804,54,1,3,5,1045.517
20804,55,1,3,6,1045.657
20804,56,1,3,7,1045.797
20804,57,1,3,8,1045.937
20804,58,1,3,9,1046.077
20804,59,1,3,10,1046.217
20804,60,1,3,11,1046.357
20804,61,1,3,12,1046.496
20804,62,1,3,13,1046.636
20804,63,1,3,14,1046.776
20804,64,1,3,15,1046.916
20804,65,1,3,16,1047.056
20804,66,1,3,17,1047.196
20804,67,1,3,18,1047.336
20804,68,1,3,19,1047.476
20804,69,1,3,20,1047.616
20804,70,1,3,21,1047.756
20804,71,1,3,22,1047.896
20804,72,1,3,23,1048.036
20804,73,1,4,0,1048.176
20804,74,1,4,1,1048.397
20804,75,1,4,2,1048.618
20804,76,1,4,3,1048.839
20804,77,1,4,4,1049.060
20804,78,1,4,5,1049.281
20804,79,1,4,6,1049.503
20804,80,1,4,7,1049.724
20804,81,1,4,8,1049.945
20804,82,1,4,9,1050.166
20804,83,1,4,10,1050.387
20804,84,1,4,11,1050.608
20804,85,1,4,12,1050.829
20804,86,1,4,13,1051.050
20804,87,1,4,14,1051.271
20804,88,1,4,15,1051.492
20804,89,1,4,16,1051.713
20804,90,1,4,17,1051.934
20804,91,1,4,18,1052.155
20804,92,1,4,19,1052.377
20804,93,1,4,20,1052.598
20804,94,1,4,21,1052.819
20804,95,1,4,22,1053.040
20804,96,1,4,23,1053.261
20804,97,1,5,0,1053.482
20804,98,1,5,1,1053.606
20804,99,1,5,2,1053.730
20804,100,1,5,3,1053.854
20804,101,1,5,4,1053.978
20804,102,1,5,5,1054.102
