stnId,hourCount,month,day,hour,interpHourlyDischarge
13594,1,1,1,0,7956.247
13594,2,1,1,1,7954.393
13594,3,1,1,2,7952.538
13594,4,1,1,3,7950.684
13594,5,1,1,4,7948.830
13594,6,1,1,5,7946.975
13594,7,1,1,6,7945.121
13594,8,1,1,7,7943.267
13594,9,1,1,8,7941.412
13594,10,1,1,9,7939.558
13594,11,1,1,10,7937.704
13594,12,1,1,11,7935.849
13594,13,1,1,12,7933.995
13594,14,1,1,13,7932.141
13594,15,1,1,14,7930.286
13594,16,1,1,15,7928.432
13594,17,1,1,16,7926.578
13594,18,1,1,17,7924.723
13594,19,1,1,18,7922.869
13594,20,1,1,19,7921.015
13594,21,1,1,20,7919.160
13594,22,1,1,21,7917.306
13594,23,1,1,22,7915.452
13594,24,1,1,23,7913.597
13594,25,1,2,0,7911.743
13594,26,1,2,1,7913.275
13594,27,1,2,2,7914.808
13594,28,1,2,3,7916.340
13594,29,1,2,4,7917.872
13594,30,1,2,5,7919.404
13594,31,1,2,6,7920.937
13594,32,1,2,7,7922.469
13594,33,1,2,8,7924.001
13594,34,1,2,9,7925.534
13594,35,1,2,10,7927.066
13594,36,1,2,11,7928.598
13594,37,1,2,12,7930.131
13594,38,1,2,13,7931.663
13594,39,1,2,14,7933.195
13594,40,1,2,15,7934.727
13594,41,1,2,16,7936.260
13594,42,1,2,17,7937.792
13594,43,1,2,18,7939.324
13594,44,1,2,19,7940.857
13594,45,1,2,20,7942.389
13594,46,1,2,21,7943.921
13594,47,1,2,22,7945.453
13594,48,1,2,23,7946.986
13594,49,1,3,0,7948.518
13594,50,1,3,1,7948.446
13594,51,1,3,2,7948.375
13594,52,1,3,3,7948.303
13594,53,1,3,4,7948.231
13594,54,1,3,5,7948.160
13594,55,1,3,6,7948.088
13594,56,1,3,7,7948.017
13594,57,1,3,8,7947.945
13594,58,1,3,9,7947.873
13594,59,1,3,10,7947.802
13594,60,1,3,11,7947.730
13594,61,1,3,12,7947.658
13594,62,1,3,13,7947.587
13594,63,1,3,14,7947.515
13594,64,1,3,15,7947.444
13594,65,1,3,16,7947.372
13594,66,1,3,17,7947.300
13594,67,1,3,18,7947.229
13594,68,1,3,19,7947.157
13594,69,1,3,20,7947.086
13594,70,1,3,21,7947.014
13594,71,1,3,22,7946.942
13594,72,1,3,23,7946.871
13594,73,1,4,0,7946.799
13594,74,1,4,1,7947.028
13594,75,1,4,2,7947.256
13594,76,1,4,3,7947.485
13594,77,1,4,4,7947.713
13594,78,1,4,5,7947.942
13594,79,1,4,6,7948.171
13594,80,1,4,7,7948.399
13594,81,1,4,8,7948.628
13594,82,1,4,9,7948.857
13594,83,1,4,10,7949.085
13594,84,1,4,11,7949.314
13594,85,1,4,12,7949.542
13594,86,1,4,13,7949.771
13594,87,1,4,14,7950.000
13594,88,1,4,15,7950.228
13594,89,1,4,16,7950.457
13594,90,1,4,17,7950.686
13594,91,1,4,18,7950.914
13594,92,1,4,19,7951.143
13594,93,1,4,20,7951.372
13594,94,1,4,21,7951.600
13594,95,1,4,22,7951.829
13594,96,1,4,23,7952.057
13594,97,1,5,0,7952.286
13594,98,1,5,1,7948.580
13594,99,1,5,2,7944.873
13594,100,1,5,3,7941.167
13594,101,1,5,4,7937.461
13594,102,1,5,5,7933.754
13594,103,1,5,6,7930.048
13594,104,1,5,7,7926.341
13594,105,1,5,8,7922.635
13594,106,1,5,9,7918.929
13594,107,1,5,10,7915.222
13594,108,1,5,11,7911.516
13594,109,1,5,12,7907.809
13594,110,1,5,13,7904.103
13594,111,1,5,14,7900.397
13594,112,1,5,15,7896.690
13594,113,1,5,16,7892.984
13594,114,1,5,17,7889.278
13594,115,1,5,18,7885.571
13594,116,1,5,19,7881.865
13594,117,1,5,20,7878.158
13594,118,1,5,21,7874.452
13594,119,1,5,22,7870.746
13594,120,1,5,23,7867.039
13594,121,1,6,0,7863.333
13594,122,1,6,1,7861.818
13594,123,1,6,2,7860.302
13594,124,1,6,3,7858.787
13594,125,1,6,4,7857.272
13594,126,1,6,5,7855.757
13594,127,1,6,6,7854.242
13594,128,1,6,7,7852.726
13594,129,1,6,8,7851.211
13594,130,1,6,9,7849.696
13594,131,1,6,10,7848.181
13594,132,1,6,11,7846.665
13594,133,1,6,12,7845.150
13594,134,1,6,13,7843.635
13594,135,1,6,14,7842.119
13594,136,1,6,15,7840.604
13594,137,1,6,16,7839.089
13594,138,1,6,17,7837.574
13594,139,1,6,18,7836.058
13594,140,1,6,19,7834.543
13594,141,1,6,20,7833.028
13594,142,1,6,21,7831.513
13594,143,1,6,22,7829.997
13594,144,1,6,23,7828.482
13594,145,1,7,0,7826.967
13594,146,1,7,1,7824.761
13594,147,1,7,2,7822.556
13594,148,1,7,3,7820.350
13594,149,1,7,4,7818.144
13594,150,1,7,5,7815.939
13594,151,1,7,6,7813.733
13594,152,1,7,7,7811.528
13594,153,1,7,8,7809.322
13594,154,1,7,9,7807.116
13594,155,1,7,10,7804.911
13594,156,1,7,11,7802.705
13594,157,1,7,12,7800.499
13594,158,1,7,13,7798.294
13594,159,1,7,14,7796.088
13594,160,1,7,15,7793.883
13594,161,1,7,16,7791.677
13594,162,1,7,17,7789.471
13594,163,1,7,18,7787.266
13594,164,1,7,19,7785.060
13594,165,1,7,20,7782.855
13594,166,1,7,21,7780.649
13594,167,1,7,22,7778.443
13594,168,1,7,23,7776.238
13594,169,1,8,0,7774.032
13594,170,1,8,1,7772.372
13594,171,1,8,2,7770.712
13594,172,1,8,3,7769.052
13594,173,1,8,4,7767.392
13594,174,1,8,5,7765.732
13594,175,1,8,6,7764.072
13594,176,1,8,7,7762.411
13594,177,1,8,8,7760.751
13594,178,1,8,9,7759.091
13594,179,1,8,10,7757.431
13594,180,1,8,11,7755.771
13594,181,1,8,12,7754.111
13594,182,1,8,13,7752.451
13594,183,1,8,14,7750.791
13594,184,1,8,15,7749.131
13594,185,1,8,16,7747.471
13594,186,1,8,17,7745.811
13594,187,1,8,18,7744.150
13594,188,1,8,19,7742.490
13594,189,1,8,20,7740.830
13594,190,1,8,21,7739.170
13594,191,1,8,22,7737.510
13594,192,1,8,23,7735.850
13594,193,1,9,0,7734.190
13594,194,1,9,1,7736.357
13594,195,1,9,2,7738.525
13594,196,1,9,3,7740.692
13594,197,1,9,4,7742.859
13594,198,1,9,5,7745.027
13594,199,1,9,6,7747.194
13594,200,1,9,7,7749.361
13594,201,1,9,8,7751.529
13594,202,1,9,9,7753.696
13594,203,1,9,10,7755.863
13594,204,1,9,11,7758.031
13594,205,1,9,12,7760.198
13594,206,1,9,13,7762.365
13594,207,1,9,14,7764.533
13594,208,1,9,15,7766.700
13594,209,1,9,16,7768.867
13594,210,1,9,17,7771.035
13594,211,1,9,18,7773.202
13594,212,1,9,19,7775.369
13594,213,1,9,20,7777.537
13594,214,1,9,21,7779.704
13594,215,1,9,22,7781.871
13594,216,1,9,23,7784.039
13594,217,1,10,0,7786.206
13594,218,1,10,1,7788.860
13594,219,1,10,2,7791.513
13594,220,1,10,3,7794.167
13594,221,1,10,4,7796.820
13594,222,1,10,5,7799.474
13594,223,1,10,6,7802.128
13594,224,1,10,7,7804.781
13594,225,1,10,8,7807.435
13594,226,1,10,9,7810.088
